VL4_N_VA_N_VL8_N_N,7.30466682416788738344,1
VL4_N_N_VL4_VL8_N_N,7.16714738967306312676,1
VL4_N_VL4_N_VL8_N_N,7.15993134156893547334,1
VL4_N_IV_N_VL8_N_N,7.14182143201190206402,1
VL2_N_VL8_N_VL8_N_N,7.13240391938784957566,1
VL4_N_N_N_VL8_N_N,7.13212887127764434663,1
VL8_N_IV_N_VL8_N_N,7.13015654189088569180,1
VL4_N_VL2_N_VL8_N_N,7.11666627813646587436,1
N_VL4_VL8_N_VL8_N_N,7.10145848454120908436,1
VL4_N_N_VL2_VL8_N_N,7.08254490447749948863,1
VL4_N_VL8_N_VL8_N_N,7.06735408049361594633,1
VL8_N_N_IV_VL8_N_N,7.03942835546300025737,1
VL2_N_VL4_N_VL8_N_N,7.02443309278164249118,1
VL4_N_N_VL8_VL8_N_N,7.00706250285243349170,1
N_IV_N_VL4_VL8_N_N,6.95706772194024329364,1
VL4_N_VL2_N_N_VL8_N,6.95188944460120395365,1
N_VL2_N_VL2_VL8_N_N,6.92707841683879267164,1
N_VL8_N_N_VL8_N_N,6.91420054038601875077,1
VL4_N_N_VA_VL8_N_N,6.90955792398706894139,1
VL8_N_N_VL2_VL8_N_N,6.86774856589237028549,1
VL8_N_N_VL8_VL8_N_N,6.86550854452419412667,1
N_VL8_N_VL4_VL8_N_N,6.85505571916622533022,1
VL2_N_N_VA_VL8_N_N,6.84403966176044389210,1
VL2_N_N_VL4_VL8_N_N,6.84355268110581035914,1
N_VL8_VA_N_N_VL8_N,6.83825943482981449409,1
N_VL2_N_VA_VL8_N_N,6.82518249271161010669,1
N_VL8_N_VL2_VL8_N_N,6.81849267322923852354,1
N_VL4_VL2_N_N_VL8_N,6.80546684128756975820,1
N_VA_N_N_VL8_N_N,6.78012519364069212814,1
N_VL8_VL2_N_VL8_N_N,6.77815606171062984569,1
VL8_N_IV_N_N_VL8_N,6.77384756473779143131,1
N_VL4_VA_N_VL8_N_N,6.77352343108896271507,1
VL8_N_VL8_N_VL8_N_N,6.76707724948524219333,1
VA_N_VL4_N_VL8_N_N,6.76568845535855184259,1
VL4_N_N_VL2_N_VL8_N,6.75851560600128150168,1
N_IV_VL8_N_VL8_N_N,6.75353528745997053192,1
VL8_N_N_VA_VL8_N_N,6.74595307441730772877,1
VL4_N_IV_N_N_VL8_N,6.74043632902399136980,1
VL2_N_N_VL2_VL8_N_N,6.73202037744661200664,1
