VL8_VA,4.59459459459459459459,1
VL8_VL8,4.59459459459459459459,1
VL8_VL2,4.53333333333333333333,1
VL8_IV,4.41558441558441558441,1
VL8_VL4,4.41558441558441558441,1
VL8_N,4.09638554216867469879,1
N_VL4,3.43434343434343434343,1
N_VL8,3.40000000000000000000,1
VA_VL8,3.40000000000000000000,1
IV_VL8,3.36633663366336633663,1
IV_VL4,3.23809523809523809523,1
VA_VL4,3.06306306306306306306,1
VL4_IV,2.53731343283582089552,1
VL4_VL4,2.53731343283582089552,1
VL4_VA,2.50000000000000000000,1
VL4_VL2,2.50000000000000000000,1
VL4_VL8,2.48175182481751824817,1
VL4_N,2.37762237762237762237,1
N_VL2,2.03592814371257485029,1
IV_VL2,1.95402298850574712643,1
VA_VL2,1.85792349726775956284,1
VL2_VL4,1.26865671641791044776,1
VL2_IV,1.25461254612546125461,1
VL2_VL8,1.24542124542124542124,1
VL2_VL2,1.23188405797101449275,1
VL2_N,1.22743682310469314079,1
VL2_VA,1.22743682310469314079,1
VA_VA,1.02102102102102102102,1
N_VA,1.01190476190476190476,1
VA_IV,1.00591715976331360946,1
N_N,1.00000000000000000000,1
VA_N,1.00000000000000000000,1
IV_VA,.96866096866096866096,1
IV_N,.96590909090909090909,1
N_IV,.96317280453257790368,1
IV_IV,.93663911845730027548,1
