IV_VA,1.00000000000000000000,1
N_N,1.00000000000000000000,1
N_VA,1.00000000000000000000,1
VA_VA,.99645390070921985815,1
VA_VL8,.99293286219081272084,1
IV_VL8,.98596491228070175438,1
N_IV,.98596491228070175438,1
N_VL8,.98596491228070175438,1
VA_N,.97909407665505226480,1
IV_N,.97569444444444444444,1
IV_IV,.97231833910034602076,1
VA_IV,.96896551724137931034,1
VA_VL4,.54669260700389105058,1
N_VL4,.54247104247104247104,1
IV_VL4,.54142581888246628131,1
VL8_VL4,.39136490250696378830,1
VL8_VL8,.39136490250696378830,1
VL8_VL2,.39082058414464534075,1
VL8_IV,.39027777777777777777,1
VL8_N,.39027777777777777777,1
VL8_VA,.39027777777777777777,1
N_VL2,.29766949152542372881,1
IV_VL2,.29672650475184794086,1
VA_VL2,.29672650475184794086,1
VL4_N,.20391872278664731494,1
VL4_VL2,.20377084844089920232,1
VL4_IV,.20362318840579710144,1
VL4_VL4,.20362318840579710144,1
VL4_VL8,.20347574221578566256,1
VL4_VA,.20332850940665701881,1
VL2_IV,.10207046857973120232,1
VL2_VL4,.10199637023593466424,1
VL2_VL2,.10192237939789626405,1
VL2_VL8,.10170104958378574013,1
VL2_VA,.10155402963498373689,1
VL2_N,.10148067894546767786,1
