N_N_VL8,1278660468
N_N_VL4,1313037808
N_N_VL2,1374483048
N_VL2_N,1850796314
N_VA_N,2050093914
N_N_VA,2064921678
N_VL4_N,2277792824
N_VL8_N,2945404112
VL8_N_N,4380210093
VL4_N_N,8633825351
N_IV_N,8824626417
VL2_N_N,16498724208
N_N_IV,32969397458
IV_N_N,33328377190
VA_N_N,33640272456
N_N_N,33750721236
