VL8_N_N,3541452230
N_VL8_N,3810843338
VL4_N_N,6922188991
N_VL4_N,7401209840
VL2_N_N,14334996774
N_VL2_N,14489992114
N_N_N,28577415751
N_N_VL4,28619907515
IV_N_N,28626663130
VA_N_N,28632856613
N_VA_N,28662240336
N_N_VL2,28738827206
N_N_VA,28777251025
N_IV_N,28802687557
N_N_VL8,28829660998
N_N_IV,28975761067
